stn,date,time,temp,dewp,stp,slp,visib,wdsp,prcp,sndp,frshtt,cldp,winddir
760013,2021-01-27,10:40:26,6.8,2.3,1015.2,1013.5,11.0,5.8,0.0,0.0,000000,71.7,113
765560,2021-01-27,10:40:26,4.1,-4.9,910.2,1012.0,16.4,10.5,0.0,0.0,000000,0.2,247
766013,2021-01-27,10:40:26,11.6,6.3,1011.4,1007.0,17.2,8.9,0.0,0.0,000000,97.1,205
766580,2021-01-27,10:40:26,10.7,-1.9,965.4,1009.9,18.0,10.8,0.0,0.0,000000,77.6,227
762430,2021-01-27,10:40:26,4.1,-2.2,990.6,1020.1,13.8,11.9,0.03,0.0,010000,76.1,162
761510,2021-01-27,10:40:26,10.2,8.5,1008.5,1023.1,29.6,33.6,0.0,0.0,000000,3.7,81
766010,2021-01-27,10:40:26,11.3,7.1,1031.2,1016.1,17.4,2.6,0.0,0.0,000000,54.8,137
763615,2021-01-27,10:40:26,8.7,-0.5,1014.3,1016.8,17.0,9.2,0.0,0.0,000000,93.8,5
760500,2021-01-27,10:40:26,6.9,3.7,1027.5,1018.2,24.6,1.2,0.0,0.0,000000,11.2,224
766913,2021-01-27,10:40:26,8.5,4.2,1012.5,1006.9,9.6,17.4,0.13,0.0,010000,51.2,153
766440,2021-01-27,10:40:26,11.2,4.1,1014.3,1017.0,11.4,16.1,0.01,0.0,010000,56.5,203
767383,2021-01-27,10:40:26,13.8,10.6,1010.7,1015.1,12.4,18.8,0.0,0.0,000000,39.9,340
764050,2021-01-27,10:40:26,10.4,2.3,1011.9,1014.9,27.1,20.1,0.0,0.0,000000,95.2,115
760053,2021-01-27,10:40:26,7.0,-3.9,1005.0,1021.8,16.7,4.5,0.0,0.0,000000,64.3,89
765906,2021-01-27,10:40:26,12.5,7.3,1012.4,1010.1,9.5,12.4,0.09,0.0,010000,50.3,325
766493,2021-01-27,10:40:26,8.3,3.1,1013.4,1014.6,14.5,15.7,0.04,0.0,010000,71.3,34
769043,2021-01-27,10:40:26,16.9,10.5,1001.7,1003.6,14.1,11.1,0.0,0.0,000000,58.3,174
767500,2021-01-27,10:40:26,14.0,10.6,1013.0,1014.7,12.1,15.7,0.09,0.0,010000,70.2,312
766790,2021-01-27,10:40:26,1.9,-13.5,780.3,1015.3,12.1,6.6,0.04,0.0,010000,50.8,271
761300,2021-01-27,10:40:26,-2.3,-14.4,1051.8,1023.9,39.8,6.6,0.0,0.0,100000,81.5,334
766753,2021-01-27,10:40:26,0.3,-8.1,1006.6,1015.7,11.0,5.9,0.0,0.0,000000,43.3,260
766850,2021-01-27,10:40:26,4.1,-5.5,787.7,1012.6,14.1,10.1,0.03,0.0,010000,50.0,71
761180,2021-01-27,10:40:26,2.5,-10.6,1010.8,1012.0,40.0,9.4,0.0,0.0,000000,24.3,140
762863,2021-01-27,10:40:26,4.7,-2.7,1005.3,1011.9,11.9,14.2,0.0,0.0,000000,16.5,84
766950,2021-01-27,10:40:26,11.8,8.1,1015.1,1017.2,13.0,13.3,0.01,0.0,010000,79.2,358
764235,2021-01-27,10:40:26,2.2,-8.2,997.7,1019.1,19.7,6.6,0.0,0.0,000000,70.8,121
767441,2021-01-27,10:40:26,11.9,9.3,1008.5,1044.3,10.6,4.4,0.0,0.0,000000,46.6,157
765390,2021-01-27,10:40:26,2.2,-4.8,847.1,1013.7,12.7,9.3,0.0,0.0,000000,33.2,82
765773,2021-01-27,10:40:26,5.2,-4.5,1014.7,1009.6,13.9,9.1,0.0,0.0,000000,52.5,100
764990,2021-01-27,10:40:26,7.0,1.8,1011.1,1018.1,42.6,8.5,0.0,0.0,000000,31.4,308
765710,2021-01-27,10:40:26,4.0,-9.0,968.3,1013.6,15.9,11.1,0.01,0.0,010000,88.9,91
763050,2021-01-27,10:40:26,12.7,8.0,1016.4,1017.3,17.7,3.5,0.0,0.0,000000,57.1,3
767433,2021-01-27,10:40:26,7.5,3.1,1004.0,1007.0,9.1,12.6,0.01,0.0,010000,51.9,150
766655,2021-01-27,10:40:26,5.3,0.3,995.2,1013.5,15.4,4.9,0.21,0.0,010000,82.4,174
767755,2021-01-27,10:40:26,4.1,-10.9,1006.4,1010.8,13.1,8.8,0.0,0.0,000000,72.8,49
760610,2021-01-27,10:40:26,8.4,4.6,1004.0,1012.3,41.0,14.4,0.0,0.0,000000,12.7,303
768430,2021-01-27,10:40:26,9.1,2.6,952.9,1018.0,12.5,15.5,0.0,0.0,000000,41.1,6
761600,2021-01-27,10:40:26,6.2,-6.9,997.9,1016.6,26.1,5.4,0.0,0.0,000000,30.6,62
765494,2021-01-27,10:40:26,9.2,7.3,987.8,1011.5,8.8,3.7,0.0,0.0,000000,10.7,245
763503,2021-01-27,10:40:26,7.8,3.1,1011.6,1009.0,10.5,14.0,0.19,0.0,010000,76.7,181
763993,2021-01-27,10:40:26,6.6,1.1,1009.5,1013.5,10.2,18.8,0.0,0.0,000000,36.2,189
765905,2021-01-27,10:40:26,7.0,-2.6,1019.3,1014.1,12.7,10.8,0.0,0.0,000000,58.0,207
760753,2021-01-27,10:40:26,2.3,-6.9,1004.8,1013.0,15.6,11.5,0.0,0.0,000000,49.5,85
766443,2021-01-27,10:40:26,7.4,2.7,1005.2,1009.9,8.9,25.8,0.0,0.0,000000,33.1,332
764915,2021-01-27,10:40:26,3.8,-3.7,1011.5,1009.8,18.9,16.0,0.0,0.0,000000,43.7,128
766910,2021-01-27,10:40:26,12.3,8.8,1012.6,1014.6,7.0,13.7,0.0,0.0,000000,18.1,307
764591,2021-01-27,10:40:26,8.3,5.5,1022.0,1014.2,16.4,4.9,0.0,0.0,000000,69.9,230
768485,2021-01-27,10:40:26,12.8,5.7,1006.5,1006.5,10.9,9.0,0.0,0.0,000000,58.9,57
767410,2021-01-27,10:40:26,10.3,8.1,1014.1,1014.1,6.3,6.3,0.05,0.0,010000,87.4,8
767260,2021-01-27,10:40:26,11.7,-8.0,843.2,1012.6,15.0,1.1,0.0,0.0,000000,67.5,81
764055,2021-01-27,10:40:26,6.3,-1.7,997.3,1004.9,14.5,7.9,0.0,0.0,000000,16.3,55
767584,2021-01-27,10:40:26,12.7,6.4,1004.6,1003.5,11.3,8.2,0.0,0.0,000000,84.0,27
768053,2021-01-27,10:40:26,13.4,10.1,991.7,989.3,8.3,4.7,0.0,0.0,000000,60.8,245
763820,2021-01-27,10:40:26,4.8,-6.6,929.6,1015.3,15.7,5.1,0.01,0.0,010000,50.0,120
763900,2021-01-27,10:40:26,2.5,-6.8,823.5,1014.7,9.4,14.1,0.05,0.0,010000,50.5,161
766534,2021-01-27,10:40:26,15.1,9.8,997.1,1002.5,15.0,8.9,0.0,0.0,000000,93.2,57
766133,2021-01-27,10:40:26,3.6,-8.9,1013.0,1008.5,16.0,7.3,0.0,0.0,000000,48.0,292
766546,2021-01-27,10:40:26,6.3,5.0,999.0,1003.7,13.1,4.4,0.0,0.0,000000,8.1,300
762580,2021-01-27,10:40:26,3.8,-4.9,1011.9,1016.9,12.6,4.9,0.0,0.0,000000,6.4,179
762555,2021-01-27,10:40:26,14.7,4.9,992.8,995.1,16.9,5.9,0.0,0.0,000000,62.5,320
765480,2021-01-27,10:40:26,5.5,1.5,1020.1,1023.5,11.8,2.1,0.0,0.0,000000,98.6,248
764056,2021-01-27,10:40:26,10.8,-0.7,1012.2,1019.6,11.0,15.5,0.0,0.0,000000,88.5,7
763420,2021-01-27,10:40:26,5.2,-4.9,980.3,1016.4,18.7,9.4,0.01,0.0,010000,51.3,171
766342,2021-01-27,10:40:26,0.1,-14.1,1020.8,1029.6,8.6,12.6,0.0,0.0,000000,99.4,302
762250,2021-01-27,10:40:26,3.8,-10.0,1003.2,1015.1,43.8,9.0,0.0,0.0,000000,56.8,329
766250,2021-01-27,10:40:26,4.8,-4.2,899.2,985.3,11.7,12.6,0.01,0.0,010000,90.2,11
766540,2021-01-27,10:40:26,16.5,11.5,1015.0,1015.4,7.4,9.0,0.0,0.0,000000,15.8,23
765493,2021-01-27,10:40:26,11.8,7.7,1016.0,1012.3,9.4,18.6,0.0,0.0,000000,32.9,265
766490,2021-01-27,10:40:26,11.7,7.4,992.8,1017.7,12.0,17.0,1.15,0.0,010000,76.1,304
766920,2021-01-27,10:40:26,5.9,3.7,1020.1,1022.3,5.0,10.5,0.0,0.0,000000,64.1,342
766011,2021-01-27,10:40:26,12.0,9.1,1012.2,1013.3,17.6,5.3,0.0,0.0,000000,69.4,359
767502,2021-01-27,10:40:26,13.7,7.8,1011.7,1020.7,10.5,30.4,0.0,0.0,000000,55.1,196
764120,2021-01-27,10:40:26,8.2,0.4,1012.2,1015.2,16.3,9.7,0.05,0.0,010000,50.7,49
766127,2021-01-27,10:40:26,8.0,5.8,1013.8,1016.2,6.7,7.0,0.0,0.0,000000,83.2,352
766793,2021-01-27,10:40:26,3.8,-8.9,1006.3,1005.8,9.8,8.3,0.0,0.0,000000,72.3,290
767493,2021-01-27,10:40:26,8.5,4.3,1007.8,1014.0,10.4,17.3,0.0,0.0,000000,80.0,13
765491,2021-01-27,10:40:26,4.9,1.0,1047.8,1034.9,12.1,9.6,0.0,0.0,000000,2.4,344
764580,2021-01-27,10:40:26,9.3,6.2,1015.1,1015.6,14.7,5.5,0.0,0.0,000000,24.2,175
766340,2021-01-27,10:40:26,1.4,-7.6,787.9,1009.6,10.9,6.5,0.02,0.0,010000,50.1,131
766491,2021-01-27,10:40:26,7.6,2.8,1015.3,1002.9,12.6,9.4,0.0,0.0,000000,11.2,301
763943,2021-01-27,10:40:26,7.0,-1.7,1010.6,1007.4,15.5,15.2,0.36,0.0,010000,57.1,344
762253,2021-01-27,10:40:26,1.1,-14.2,1007.5,1001.4,12.8,10.8,0.0,0.0,000000,41.5,247
768056,2021-01-27,10:40:26,10.3,4.1,1015.6,1010.6,12.0,6.7,0.0,0.0,000000,16.1,357
766870,2021-01-27,10:40:26,5.1,1.3,873.2,1022.7,12.4,2.7,0.0,0.0,000000,12.9,203
762550,2021-01-27,10:40:26,10.0,-6.5,1031.6,1013.6,38.4,1.8,0.0,0.0,000000,47.1,252
763940,2021-01-27,10:40:26,7.6,-0.8,1008.6,1010.3,14.9,12.2,0.0,0.0,000000,87.6,219
763944,2021-01-27,10:40:26,10.0,7.7,1013.6,1012.4,10.4,10.5,0.0,0.0,000000,27.7,166
764593,2021-01-27,10:40:26,9.3,3.4,1006.7,1009.0,13.5,6.5,0.0,0.0,000000,37.9,300
765905,2021-01-27,10:40:27,8.3,-3.5,1019.3,1014.2,12.8,10.9,0.0,0.0,000000,57.9,206
767383,2021-01-27,10:40:27,13.0,11.2,1010.6,1015.1,12.5,18.8,0.0,0.0,000000,40.0,340
766580,2021-01-27,10:40:27,10.7,-3.3,965.3,1009.9,18.0,10.8,0.0,0.0,000000,77.5,227
765255,2021-01-27,10:40:27,0.9,-12.7,991.9,1004.2,16.8,15.7,0.0,0.0,000000,83.7,39
766540,2021-01-27,10:40:27,15.8,10.4,1015.0,1015.4,7.4,8.9,0.0,0.0,000000,15.7,23
768485,2021-01-27,10:40:27,12.8,5.7,1006.5,1006.5,11.0,8.9,0.0,0.0,000000,58.9,57
766913,2021-01-27,10:40:27,7.3,4.2,1012.6,1007.0,9.6,17.6,0.13,0.0,010000,51.3,154
763420,2021-01-27,10:40:27,5.8,-3.2,980.2,1016.4,18.7,9.3,0.01,0.0,010000,51.3,171
766910,2021-01-27,10:40:27,12.3,8.8,1012.6,1014.6,7.0,13.8,0.0,0.0,000000,18.2,307
765480,2021-01-27,10:40:27,5.5,1.5,1020.1,1023.5,11.9,2.1,0.0,0.0,000000,98.6,248
765773,2021-01-27,10:40:27,5.2,-4.5,1014.6,1009.6,13.9,9.0,0.0,0.0,000000,52.5,101
764990,2021-01-27,10:40:27,7.0,1.8,1011.0,1018.1,42.6,8.4,0.0,0.0,000000,31.4,308
763050,2021-01-27,10:40:27,13.7,8.9,1016.4,1017.3,17.8,3.5,0.0,0.0,000000,57.1,3
766534,2021-01-27,10:40:27,15.1,9.0,997.1,1002.5,14.9,9.0,0.0,0.0,000000,93.2,57
768430,2021-01-27,10:40:27,9.7,4.0,952.9,1018.0,12.6,15.6,0.0,0.0,000000,41.1,6
769043,2021-01-27,10:40:27,16.9,10.5,1001.7,1003.7,14.2,11.0,0.0,0.0,000000,58.4,174
767260,2021-01-27,10:40:27,11.7,-8.0,843.2,1012.6,15.0,1.2,0.0,0.0,000000,67.6,81
766546,2021-01-27,10:40:27,6.3,5.7,999.2,1003.2,13.0,4.5,0.0,0.0,000000,8.2,300
762530,2021-01-27,10:40:27,7.8,-1.5,1003.8,1017.6,17.1,7.6,0.01,0.0,010000,50.6,94
766342,2021-01-27,10:40:27,0.1,-12.9,1020.5,1029.6,8.6,12.3,0.0,0.0,000000,99.4,302
762863,2021-01-27,10:40:27,5.6,-4.0,1005.3,1011.8,11.8,14.1,0.0,0.0,000000,16.5,84
766340,2021-01-27,10:40:27,1.0,-7.6,787.9,1009.6,11.0,6.4,0.02,0.0,010000,50.2,131
763993,2021-01-27,10:40:27,6.6,0.2,1009.5,1013.5,10.1,18.9,0.0,0.0,000000,36.3,188
763943,2021-01-27,10:40:27,6.4,-0.5,1010.6,1007.4,15.4,15.3,0.36,0.0,010000,57.1,343
766950,2021-01-27,10:40:27,11.8,8.1,1015.1,1017.2,13.0,13.4,0.01,0.0,010000,79.2,358
762580,2021-01-27,10:40:27,3.8,-7.5,1011.9,1016.9,12.6,5.0,0.0,0.0,000000,6.4,179
763940,2021-01-27,10:40:27,7.0,-0.8,1008.6,1010.3,15.0,12.3,0.0,0.0,000000,87.7,219
766920,2021-01-27,10:40:27,7.4,3.7,1020.1,1022.3,4.9,10.4,0.0,0.0,000000,64.0,342
763944,2021-01-27,10:40:27,9.6,7.7,1013.6,1012.4,10.3,10.5,0.0,0.0,000000,27.7,166
761510,2021-01-27,10:40:27,10.9,7.6,1008.4,1023.1,29.7,33.5,0.0,0.0,000000,3.8,82
767410,2021-01-27,10:40:27,11.3,7.5,1014.1,1014.1,6.3,6.2,0.05,0.0,010000,87.5,8
763900,2021-01-27,10:40:27,2.5,-5.0,823.5,1014.7,9.4,14.2,0.05,0.0,010000,50.5,161
767433,2021-01-27,10:40:27,7.5,3.1,1003.9,1007.0,9.1,12.6,0.01,0.0,010000,51.9,150
760500,2021-01-27,10:40:27,6.3,4.4,1027.5,1018.2,24.5,1.2,0.0,0.0,000000,11.2,224
767755,2021-01-27,10:40:27,3.3,-9.1,1006.4,1010.7,13.1,8.7,0.0,0.0,000000,72.8,50
761180,2021-01-27,10:40:27,2.5,-12.6,1010.7,1012.0,39.9,9.4,0.0,0.0,000000,24.2,140
763820,2021-01-27,10:40:27,4.2,-6.6,929.6,1015.3,15.6,5.0,0.01,0.0,010000,50.0,121
763503,2021-01-27,10:40:27,8.3,2.0,1011.5,1009.0,10.6,13.9,0.19,0.0,010000,76.7,181
765390,2021-01-27,10:40:27,2.6,-6.6,847.1,1013.7,12.8,9.2,0.0,0.0,000000,33.2,81
766010,2021-01-27,10:40:27,10.6,8.3,1031.1,1016.1,17.5,2.7,0.0,0.0,000000,54.8,137
766790,2021-01-27,10:40:27,2.2,-11.6,780.3,1015.3,12.2,6.7,0.04,0.0,010000,50.8,271
766011,2021-01-27,10:40:27,12.8,9.1,1012.0,1013.3,17.6,5.4,0.0,0.0,000000,69.4,358
766133,2021-01-27,10:40:27,3.6,-8.9,1012.9,1008.6,15.9,7.4,0.0,0.0,000000,48.0,292
766793,2021-01-27,10:40:27,3.8,-8.9,1006.4,1005.8,9.7,8.2,0.0,0.0,000000,72.3,291
766127,2021-01-27,10:40:27,8.8,6.5,1013.7,1016.1,6.7,6.9,0.0,0.0,000000,83.2,351
762250,2021-01-27,10:40:27,3.3,-8.3,1003.2,1015.1,43.8,8.9,0.0,0.0,000000,56.8,329
762253,2021-01-27,10:40:27,1.1,-16.2,1007.4,1001.3,12.7,11.0,0.0,0.0,000000,41.4,247
761600,2021-01-27,10:40:27,6.2,-6.9,998.0,1016.6,26.2,5.4,0.0,0.0,000000,30.6,62
765710,2021-01-27,10:40:27,4.0,-7.2,968.3,1013.5,15.9,11.2,0.01,0.0,010000,89.0,91
767584,2021-01-27,10:40:27,12.7,6.4,1004.7,1003.5,11.3,8.2,0.0,0.0,000000,84.0,28
760053,2021-01-27,10:40:27,7.0,-3.9,1004.8,1021.9,16.7,4.5,0.0,0.0,000000,64.3,89
766850,2021-01-27,10:40:27,3.7,-5.5,787.7,1012.5,14.2,10.2,0.03,0.0,010000,50.0,70
766870,2021-01-27,10:40:27,4.3,2.7,873.3,1022.7,12.4,2.7,0.0,0.0,000000,12.9,203
764591,2021-01-27,10:40:27,8.3,4.5,1022.1,1014.2,16.4,5.0,0.0,0.0,000000,69.9,231
764125,2021-01-27,10:40:27,7.7,-4.4,984.5,974.8,11.9,11.2,0.0,0.0,000000,43.4,274
764580,2021-01-27,10:40:27,8.3,6.2,1015.1,1015.6,14.7,5.5,0.0,0.0,000000,24.2,174
766013,2021-01-27,10:40:27,11.6,6.3,1011.4,1007.0,17.2,9.0,0.0,0.0,000000,97.1,205
764593,2021-01-27,10:40:27,9.3,3.4,1006.7,1009.1,13.5,6.4,0.0,0.0,000000,37.9,300
764120,2021-01-27,10:40:27,8.2,0.4,1012.2,1015.2,16.4,9.7,0.05,0.0,010000,50.6,49
768053,2021-01-27,10:40:27,14.5,10.1,991.8,989.2,8.2,4.7,0.0,0.0,000000,60.7,245
768056,2021-01-27,10:40:27,11.7,3.3,1015.6,1010.5,12.0,6.8,0.0,0.0,000000,16.1,358
760610,2021-01-27,10:40:27,9.4,4.6,1003.8,1012.3,41.1,14.3,0.0,0.0,000000,12.8,304
766440,2021-01-27,10:40:27,10.4,5.5,1014.3,1017.0,11.5,16.0,0.01,0.0,010000,56.5,203
764915,2021-01-27,10:40:27,4.7,-3.7,1011.4,1009.8,18.9,16.1,0.0,0.0,000000,43.6,129
766443,2021-01-27,10:40:27,7.4,1.6,1005.4,1009.9,8.9,25.9,0.0,0.0,000000,33.2,333
766493,2021-01-27,10:40:27,8.3,3.1,1013.3,1014.6,14.4,15.8,0.04,0.0,010000,71.3,33
766490,2021-01-27,10:40:27,10.5,6.6,993.0,1017.7,12.1,17.1,1.15,0.0,010000,76.1,304
766491,2021-01-27,10:40:27,7.6,2.8,1015.2,1002.8,12.6,9.3,0.0,0.0,000000,11.2,301
767500,2021-01-27,10:40:27,14.0,10.6,1013.0,1014.7,12.2,15.6,0.09,0.0,010000,70.2,311
765560,2021-01-27,10:40:27,4.1,-4.9,910.2,1012.0,16.4,10.7,0.0,0.0,000000,0.2,246
767502,2021-01-27,10:40:27,12.5,8.5,1011.7,1020.7,10.5,30.2,0.0,0.0,000000,55.0,196
762555,2021-01-27,10:40:27,14.7,5.8,992.5,995.0,16.8,6.0,0.0,0.0,000000,62.6,320
765494,2021-01-27,10:40:27,9.2,7.3,987.8,1011.4,8.8,3.8,0.0,0.0,000000,10.7,246
767493,2021-01-27,10:40:27,3.8,4.3,1007.9,1014.0,10.5,17.4,0.0,0.0,000000,80.0,14
762550,2021-01-27,10:40:27,11.0,-6.5,1031.6,1013.6,38.5,1.9,0.0,0.0,000000,47.0,253
765493,2021-01-27,10:40:27,12.4,7.7,1016.1,1012.3,9.4,18.7,0.0,0.0,000000,32.9,265
765491,2021-01-27,10:40:27,3.9,1.0,1047.7,1035.0,12.2,9.4,0.0,0.0,000000,2.3,344
765906,2021-01-27,10:40:27,12.5,7.3,1012.3,1010.0,9.6,12.5,0.09,0.0,010000,50.3,326
760754,2021-01-27,10:40:27,6.9,0.9,1022.5,1015.9,11.7,7.8,0.0,0.0,000000,72.0,353
760753,2021-01-27,10:40:27,2.8,-6.9,1004.8,1012.9,15.7,11.4,0.0,0.0,000000,49.4,85
764056,2021-01-27,10:40:27,10.8,-1.7,1012.4,1019.9,10.9,15.5,0.0,0.0,000000,88.5,7
766655,2021-01-27,10:40:27,6.1,0.3,995.3,1013.5,15.3,4.8,0.21,0.0,010000,82.4,174
764235,2021-01-27,10:40:27,1.9,-6.3,997.9,1019.1,19.6,6.5,0.0,0.0,000000,70.8,121
768556,2021-01-27,10:40:27,16.4,10.7,1011.8,1016.4,14.5,10.8,0.0,0.0,000000,11.9,23
766250,2021-01-27,10:40:27,5.3,-4.2,899.2,985.3,11.6,12.7,0.01,0.0,010000,90.2,11
766753,2021-01-27,10:40:27,0.3,-8.1,1006.7,1015.8,11.0,5.8,0.0,0.0,000000,43.2,260
763615,2021-01-27,10:40:27,8.7,0.4,1014.3,1016.8,16.9,9.3,0.0,0.0,000000,93.8,5
761300,2021-01-27,10:40:27,-2.3,-14.4,1051.6,1023.9,39.8,6.6,0.0,0.0,100000,81.5,334
762430,2021-01-27,10:40:27,4.1,-4.0,990.6,1020.1,13.8,11.9,0.03,0.0,010000,76.2,162
760013,2021-01-27,10:40:27,6.3,1.4,1015.2,1013.5,11.0,5.9,0.0,0.0,000000,71.7,113
764050,2021-01-27,10:40:27,10.4,3.7,1011.9,1014.9,27.1,20.2,0.0,0.0,000000,95.3,115
764055,2021-01-27,10:40:27,6.3,-1.7,997.4,1004.9,14.5,7.9,0.0,0.0,000000,16.3,56
767441,2021-01-27,10:40:27,10.9,9.7,1008.6,1044.2,10.5,4.5,0.0,0.0,000000,46.6,157
763993,2021-01-27,10:43:54,6.7,2.1,1009.5,1012.7,10.8,16.1,0.0,0.0,000000,0.4,166
765710,2021-01-27,10:43:54,3.9,-7.4,968.7,1013.5,17.4,9.4,0.01,0.0,010000,50.0,34
769043,2021-01-27,10:43:54,15.1,8.6,1001.1,1003.9,14.4,10.3,0.0,0.0,000000,53.8,354
766753,2021-01-27,10:43:54,0.5,-8.2,1006.1,1014.9,9.5,6.4,0.0,0.0,000000,58.4,125
766250,2021-01-27,10:43:54,5.9,-3.7,898.8,985.4,10.4,14.0,0.01,0.0,010000,50.0,62
768053,2021-01-27,10:43:54,6.8,3.7,994.9,989.7,10.1,3.9,0.0,0.0,000000,1.1,73
764125,2021-01-27,10:43:54,10.3,-3.0,984.6,976.5,11.4,10.1,0.0,0.0,000000,66.7,24
765906,2021-01-27,10:43:54,8.0,3.9,1011.0,1010.4,11.3,16.1,0.09,0.0,010000,58.0,86
760610,2021-01-27,10:43:54,10.1,5.4,1008.0,1012.4,40.8,13.7,0.0,0.0,000000,41.8,147
764235,2021-01-27,10:43:54,2.4,-6.1,997.1,1018.9,19.5,6.3,0.0,0.0,000000,59.3,119
760053,2021-01-27,10:43:54,6.7,-2.4,1000.7,1020.8,18.0,3.5,0.0,0.0,000000,3.3,106
767584,2021-01-27,10:43:54,8.2,2.0,1005.0,1003.7,12.2,9.2,0.0,0.0,000000,64.4,126
760013,2021-01-27,10:43:54,6.0,1.1,1014.8,1012.3,11.4,7.9,0.0,0.0,000000,24.1,13
764050,2021-01-27,10:43:54,10.5,3.8,1011.9,1014.9,26.9,19.9,0.0,0.0,000000,52.0,53
761510,2021-01-27,10:43:54,7.3,4.9,1007.3,1023.1,26.9,29.8,0.0,0.0,000000,6.3,336
763050,2021-01-27,10:43:54,13.7,9.9,1016.7,1017.1,17.1,4.1,0.0,0.0,000000,90.9,177
762430,2021-01-27,10:43:54,5.3,-1.1,990.7,1020.3,14.3,10.2,0.03,0.0,010000,90.4,208
765773,2021-01-27,10:43:54,2.8,-8.4,1013.3,1008.9,13.2,9.2,0.0,0.0,000000,85.8,30
762530,2021-01-27,10:43:54,6.2,-3.7,1003.9,1017.6,17.1,7.4,0.01,0.0,010000,50.0,122
766133,2021-01-27,10:43:54,3.6,-6.5,1013.7,1009.9,14.4,5.7,0.0,0.0,000000,6.5,351
766655,2021-01-27,10:43:54,7.3,2.2,995.0,1013.5,14.3,7.9,0.21,0.0,010000,50.0,130
767383,2021-01-27,10:43:54,10.5,7.2,1011.0,1015.0,11.6,16.4,0.0,0.0,000000,59.8,94
766546,2021-01-27,10:43:54,8.3,6.9,1003.1,994.8,11.5,4.5,0.0,0.0,000000,58.5,267
762863,2021-01-27,10:43:54,7.4,-1.5,1004.1,1011.3,12.6,12.0,0.0,0.0,000000,82.4,7
767755,2021-01-27,10:43:54,3.5,-10.7,1006.2,1012.2,13.6,8.9,0.0,0.0,000000,74.1,114
766534,2021-01-27,10:43:54,9.3,3.5,996.9,1002.8,13.9,11.1,0.0,0.0,000000,34.5,192
765560,2021-01-27,10:43:54,5.2,-4.2,910.2,1012.0,17.6,13.4,0.0,0.0,000000,66.6,8
766440,2021-01-27,10:43:54,9.5,3.7,1014.3,1017.0,11.2,14.3,0.01,0.0,010000,50.0,261
766950,2021-01-27,10:43:54,12.3,6.6,1015.2,1017.2,10.3,12.8,0.01,0.0,010000,75.2,218
765255,2021-01-27,10:43:54,1.2,-14.5,992.3,1004.1,16.1,14.4,0.0,0.0,000000,56.8,210
767500,2021-01-27,10:43:54,12.4,8.9,1013.1,1014.7,11.4,13.6,0.09,0.0,010000,60.7,183
761600,2021-01-27,10:43:54,6.5,-5.9,1000.2,1016.6,25.2,3.6,0.0,0.0,000000,28.4,307
768556,2021-01-27,10:43:54,15.5,10.0,1011.8,1016.4,15.6,12.8,0.0,0.0,000000,72.7,167
761300,2021-01-27,10:43:54,-1.5,-11.4,1044.4,1023.1,40.1,5.1,0.0,0.0,100000,25.1,306
766790,2021-01-27,10:43:54,2.6,-11.2,780.3,1015.3,12.7,7.6,0.04,0.0,010000,50.0,8
768430,2021-01-27,10:43:54,8.0,0.8,952.8,1018.0,10.9,18.2,0.0,0.0,000000,44.6,22
766913,2021-01-27,10:43:54,9.6,5.3,1013.3,1007.5,9.5,18.0,0.13,0.0,010000,50.0,275
763900,2021-01-27,10:43:54,4.2,-4.9,823.5,1014.5,10.3,11.8,0.05,0.0,010000,76.5,66
762555,2021-01-27,10:43:54,15.0,6.1,1003.2,995.3,15.8,6.9,0.0,0.0,000000,69.4,159
760754,2021-01-27,10:43:54,5.6,2.3,1023.1,1015.9,11.4,6.4,0.0,0.0,000000,44.7,121
765494,2021-01-27,10:43:54,10.1,9.3,988.5,1011.4,8.0,2.4,0.0,0.0,000000,55.6,264
767441,2021-01-27,10:43:54,14.0,11.5,1007.6,1044.6,9.6,2.7,0.0,0.0,000000,27.4,145
766850,2021-01-27,10:43:54,3.4,-5.8,787.7,1012.5,14.8,9.1,0.03,0.0,010000,50.0,345
760500,2021-01-27,10:43:54,5.9,3.4,1028.1,1018.2,25.2,1.0,0.0,0.0,000000,73.6,97
764990,2021-01-27,10:43:54,7.4,2.8,1011.0,1018.1,42.4,8.3,0.0,0.0,000000,68.8,172
766013,2021-01-27,10:43:54,9.9,6.5,1011.4,1007.3,17.0,8.4,0.0,0.0,000000,89.9,262
766342,2021-01-27,10:43:54,0.2,-14.1,1032.6,1029.8,9.6,11.7,0.0,0.0,000000,74.3,31
765905,2021-01-27,10:43:54,14.6,3.1,1019.2,1014.8,12.2,12.2,0.0,0.0,000000,17.4,130
767410,2021-01-27,10:43:54,8.8,6.6,1013.9,1014.1,7.3,9.4,0.05,0.0,010000,76.0,316
764591,2021-01-27,10:43:54,10.5,6.0,1020.2,1014.2,15.2,4.0,0.0,0.0,000000,87.3,63
766010,2021-01-27,10:43:54,10.9,7.4,0.0,1016.1,17.6,5.0,0.0,0.0,000000,86.5,116
764056,2021-01-27,10:43:54,11.4,0.8,1012.8,1013.7,9.6,16.0,0.0,0.0,000000,92.2,93
762580,2021-01-27,10:43:54,3.0,-7.7,1011.9,1016.9,13.2,5.5,0.0,0.0,000000,70.3,210
763503,2021-01-27,10:43:54,4.9,-1.6,1012.1,1008.9,11.4,15.5,0.19,0.0,010000,80.5,63
764915,2021-01-27,10:43:54,4.3,-3.2,1011.3,1009.6,16.9,17.5,0.0,0.0,000000,10.4,137
